title_abstract,species,spore_shape,spore_shape_formatted,shapes_not_in_text,shapes_not_in_text_corrected
"Nosema porphyriniae n. sp., a new microsporidian parasite of porphyrinia amasina eversman (Lepidoptera, noctuidae). A new microsporidian, Nosema porphyriniae n. sp. Is described from larvae and pupae of Porphyrinia amasina Eversman. The spores fixed and stained with Giesma’s solution are 2.9-4.1 by 1.8-2.4 μm. This microsporidian caused a general infection attacking various host tissues and was evidently responsible for the collapse of a laboratory rearing of P. Amasina introduced to Canada for the biological control of a weed Cirsium arvense (L.) Scop.",Nosema porphyriniae,ovoid,['ovoid'],{'ovoid'},
"Nosema pyrrhocoridis n. sp., a new microsporidian parasite of red soldier bug (Pyrrhocoris apterus L.) (Heteroptera, Pyrrhocoridae). A new microsporidian Nosema pyrrhocoridis n. sp. Is described parasitizing in the red soldier bug (Pyrrhocoris apterus L.). The parasite infects mainly the midgut epithelium and the Malpighian tubules. The fixed and stained spores measured 3.0-6.0 x 1.8-3.0 μm. The infection level was low since two adults and two fifth instar larvae were measured out of 60 examined insects in the given population. A list of microsporidians recorded in Hemiptera is given.",Nosema pyrrhocoridis,oval,['oval'],{'oval'},
"Nosema tyriae n.sp. and Nosema sp., microsporidian parasites of Cinnabar moth Tyria jacobaeae. Nosema tyriae n.sp. was found in 63% of a population of Cinnabar moth larvae (Tyria jacobaeae). The infection was found in the gut wall, silk glands, and fat body and was probably generalized but appeared to be of low pathogenicity. Merogony and sporogony were by binary fission of diplokaryotic stages. Fresh spores were elongate, slightly pointed at the anterior end, and measured 4.7 x 2.0 microm. Ultrastructural features of special interest were 20-nm tubules connecting the surface of sporonts with host cell cytoplasm and, in the spores, a deeply domed polar sac, polaroplast consisting of closely packed longitudinally arranged membranes and loosely packed horizontally arranged membranes, and 10.5-14 coils of the polar tube in a single rank. The 16S rRNA genes of N. tyriae and Nosema bombycis from silkworms, Bombyx mori, differed by only six nucleotides and N. tyriae spores gave a moderately positive reaction with a monoclonal antibody raised to N. bombycis. N. tyriae was infective to B. mori but was less virulent than N. bombycis. However, no amplification product was obtained by PCR using N. tyriae DNA and primers considered to be specific for N. bombycis. Also, the spores of the two species are of entirely different shapes. A second diplokaryotic microsporidium, Nosema sp., found as a light infection in only one of the larvae had much smaller developmental stages and spores measuring 3.8 x 2.0 microm (fixed). Ultrastructurally it was distinguished by an abundance of dense membranes in cytoplasmic vesicles in both meronts and sporonts. Spores with up to 15 coils of the polar tube in irregular clusters or with about 12 coils in a single rank were observed in the tissues fixed from the one larva infected with this parasite. As this larva had been kept with N. tyriae-infected larvae for a few days before examination, it is possible that the two types of spores resulted from a double infection.",Nosema sp. 37; Nosema tyriae,ovoid || elongate ellipsoid; pointed anterior,"['ovoid', 'elongate ellipsoid', 'pointed anterior']","{'pointed anterior', 'elongate ellipsoid', 'ovoid'}",elongate; pointed
"Nosemoides syacii n. sp., a microsporidian parasite of the West African turbot Syacium micrurum Ranzani, 1840. Nosemoides syacii n. sp. is a new microsporidian parasite of the stomach, gut and liver of Syacium micrurum (Pisces: Teleostei). It forms whitish, elongate-oval xenomas. All the development stages of the microsporidia are monokaryotic and in direct contact with host cytoplasm. Merogonial and sporogonial plasmodia divide by plasmotomy. Sporogony is polysporous and results in oval spores with a conspicuous posterior vacuole which measured 3.8×2.2 μm (2.9-4.9×1.8-2.7 μm). The polar filament is isofilar and consists of only four to five coils. The polaroplast is made up of an anterior lamellar part and a posterior vesicular part.",Nosemoides syacii,ovoid,['ovoid'],{'ovoid'},oval
"Note to Establish as a New Species a Previously Reported Microsporidium of Philippine Prawns. A previously reported microsporidium in Penaeus merguiensis de Man, 1888(Decapoda,Penaeidae). in the Philippines has been identified as a species of Agmasoma Hazard & Oldacre, 1975, and named Agmasoma aquinoae n. sp. (Microsponda, Thelohaniidae).",Agmasoma aquinoae,pyriform,['pyriform'],{'pyriform'},
"Nueva especie de Parathelohania (Microsporidia) en larvas de Anopheles aquasalis (Diptera: Culicidae) en Venezuela. The symptoms of Anopheles aquasalis larvae naturally infected by a microsporidium, and the ultrastructure of the infecting spores is described. The larvae were maintained under laboratory conditions in salt concentrations of 10 g/l and 20 g/l of water. Daily recordings of the mortality of the larvae were made and the dates of change of instar were noted. Infected larvae were processed for transmission electronic microscopy using conventional methods at pH 7.2 and 260 mOsm/l. The infection by the microsporidia was positively correlated with an increase in the mean duration of the fourth instar of 2.88 to 6.33 days in 10 g/l of salt and of 2.47 to 6.14 days in 20 g/l of salt. Larval mortality also increased by approximately 50% during this instar in both salt concentrations. Development time and survival were not affected during the other immature stages. The mature spores found in the intestines of infected larvae were barrel shaped and measured approximately 2.6 x 2.4 mm. The exospore has a collar shaped prolongation at the posterior end of the spore. The spores are uninuclear with a posterior vacuole. The polar filament is anisofilar with nine rings, five with a diameter of 58 nm each and four with a diameter of 23 nm each. The polarplast is lamellate, and more tightly packed in the apical region. The reduction of the survival of A. aquasalis larvae infected with the microsporidia, and the increase in the development time suggest that this parasite might have a potential as a biological control of this pest. The microsporidium described here has similar characteristics to that of the genus Parathelohania. I suggest that the microsporidium found in A. aquasalis represents a new species and I propose the name Parathelohania aquasalensis. This is the first report of a microsporidium from a dipteran in Venezuela.",Parathelohania aquasalensis,barrel-shaped,['barrel-shaped'],{'barrel-shaped'},barrel shaped
"Occurrence of a new microsporidan: Enterocytozoon bieneusi n.g., n. sp., in the enterocytes of a human patient with AIDS. A new microsporidium is reported infesting the enterocytes of a Haitian patients with AIDS. The stages observed were diplokaryotic cells, sporogonial plasmodia, unikaryotic sporoblasts, and spores. Neither a sporophorous vesicle (pansporoblastic membrane) nor parasitophorous vacuole were differentiated around the developmental stages, which were in direct contact with the host cell cytoplasm. The polar tube (5-6 coils) was differentiated before fission of the sporogonial plasmodium. The mature spores measured 1.5 micron X 0.5 micron. The spore wall was very thin as the endospore was absent or poorly differentiated. The organism is named Enterocytozoon bieneusi n. g., n. sp. and is assigned to the suborder Apansporoblastina.",Enterocytozoon bieneusi (1),ovoid,['ovoid'],{'ovoid'},
"Occurrence of a new microsporidium in the skeletal muscle of the flying fish Cypselurus pinnatibarbatus japonicus (Exocoetidae) from Yakushima, Japan. A new microsporidium was observed in the flying fish Cypselurus pinnatibarbatus japonicus (Franz) (Exocoetidae) from Yakushima, Japan. Visual examination revealed the microsporidium to form white elongate nodules in the host’s trunk muscle. Monomorphic spores were ovoid to pyriform in shape, with average dimensions of 4.1 × 2.2 µm and possessing a polar tube describing 13-15 coils. Histological observations showed that each parasite focus of infection was encapsulated by a host-produced fibrous membrane. The presence of sporophorous vesicles was not clearly determined. Ribosomal DNA sequence analyses showed the microsporidium to be discrete from other known fish muscle-infecting species and to be most closely related to a clade comprising the Pleistophoridae and Glugea spp. The parasite is provisionally placed as Microsporidium cypselurus sp. n.",Microsporidium cypselurus,oval; pyriform,"['oval', 'pyriform']",{'oval'},ovoid
"Octosporea Collembolae n. Sp. (Microsporida, Microspora): A New Microsporidian Parasite of Springtail Onychiurus Quadriocellatus (0nychiuridae:Collembolae). The life cycle of a new microsporidium, Octosporea collembolae, from the fat body of naturally infected springtails, Onychiurus quadriocellatus, is described at light and electron microscope levels. The prevalence of infection and host-parasite relationships are discussed.",Octosporea collembolae,elongate ovoid,['elongate ovoid'],{'elongate ovoid'},
"On Three New Sporozoan Parasites of Bark Beetles (Scolytidae, Coleoptera). Three new sporozoan parasites: one neogregarine Ophryocystis bylesini n. sp. (Ophryocystidae, Neogregarinida), and two microsporidians, Pleistophoru xyloteri n. sp. (Pleistophoridae, Microsporidia), and Nosemu dryocoetesi n. sp. (Nosematidae, Microsporidia) were described from natural populations of three species of bark beetles, Hylesinusfraxini Panz., Xyloterus domesticus L., and Dryocoetes autograpbus Ratz. (Scolytidae, Coleoptera).",Nosema dryocoetesi; Pleistophora xyloteri,long oval || broad oval,"['long oval', 'broad oval']","{'long oval', 'broad oval'}",
"On the Cytology and Taxonomic Position of Nudispora biformis N. G., N. Sp. (Microspora, Thelohaniidae), a Microsporidian Parasite of the Dragon Fly Coenagrion hastulatum in Sweden. The microsporidium Nudispora biformis n. g., n. sp., a parasite of a larva of the damsel fly Coenagrion hastulatum in Sweden, is described based on light microscopic and ultrastructural characteristics. Merogonial stages and sporonts are diplokaryotic. Sporogony comprises meiotic and mitotic divisions, and finally eight monokaryotic sporoblasts are released from a lobed plasmodium. Sporophorous vesicles are not formed. The monokaryotic spores are oval, measuring 1.4–1.8 × 2.8–3.4 μm in living condition. The thick spore wall has a layered exospore, with a median double‐layer. The polaroplast has two lamellar parts, with the closest packed lamellae anteriorly. The isofilar polar filament is arranged in 6 (to 7) coils in the posterior half of the spore. Laminar and tubular extracellular material of exospore construction is present in the proximity of sporogonial stages. In addition to normal spores teratological spores are produced. The microsporidium is compared to the microsporidia of the Odonata; its possible relations to the genus Pseudothelohania and to the Thelohania‐like microsporidia are discussed. The new genus is provisionally included in the family Thelohaniidae.",Nudispora biformis,ovoid; blunt ends,"['ovoid', 'blunt ends']","{'blunt ends', 'ovoid'}",oval
